,uniqueID,emerg.date,phen.1,itero.per?,date.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds.1,flrs.1,fruits.1,longest.fruit.1,notes.1,herb.1,protocol.notes.1,phen.2,date.2,stem.diam.2,height.2,total.branch.2,longest.leaf.2,buds.2,flrs.2,fruits.2,longest.fruit.2,notes.2,herb.2,protocol.notes.2,phen.3,date.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds.3,flrs.3,fruits.3,longest.fruit.3,notes.3,herb.3,protocol.notes.3,phen.4,date.4,stem.diam.4,height.4,total.branch.4,longest.leaf.4,buds.4,flrs.4,fruits.4,longest.fruit.4,notes.4,herb.4,protocol.notes.4,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds.5,flrs.5,fruits.5,longest.fruit.5,notes.5,herb.5,protocol.notes.5,date.6,phen.6,stem.diam.6,height.6,total.branch.6,longest.leaf.6,buds.6,flrs.6,fruits.6,longest.fruit.6,notes.6,herb.6,protocol.notes.6,date.7,phen.7,stem.diam.7,height.7,total.branch.7,longest.leaf.7,buds.7,flrs.7,fruits.7,longest.fruit.7,notes.7,herb.7,date.8,phen.8,stem.diam.8,height.8,total.branch.8,longest.leaf.8,buds.8,flrs.8,fruits.8,longest.fruit.8,canopy.width.8,notes.8,herb.8,itero.per,emerg.date.x,date_01.07.2018,phen_01.07.2018,stem.diam_01.07.2018,height_01.07.2018,total.branch_01.07.2018,longest.leaf_01.07.2018,buds_01.07.2018,flrs_01.07.2018,fruits_01.07.2018,longest.fruit_01.07.2018,herb_01.07.2018,notes_01.07.2018,protocol.notes_01.07.2018,canopy.width.largest.rosette_10.07.2018,date_18.07.2018,phen_18.07.2018,stem.diam_18.07.2018,height_18.07.2018,total.branch_18.07.2018,longest.leaf_18.07.2018,buds_18.07.2018,flrs_18.07.2018,fruits_18.07.2018,longest.fruit_18.07.2018,notes_18.07.2018,herb_18.07.2018,protocol.notes_18.07.2018,date_05.08.2018,phen_05.08.2018,stem.diam_05.08.2018,height_05.08.2018,total.branch_05.08.2018,longest.leaf_05.08.2018,buds_05.08.2018,flrs_05.08.2018,fruits_05.08.2018,longest.fruit_05.08.2018,notes_05.08.2018,herb_05.08.2018,protocol.notes_05.08.2018,date_27.08.2018,phen_27.08.2018,height_27.08.2018,total.branch_27.08.2018,longest.leaf_27.08.2018,buds_27.08.2018,flrs_27.08.2018,fruits_27.08.2018,longest.fruit_27.08.2018,notes_27.08.2018,herb_27.08.2018,protocol.notes_27.08.2018,date_10.07.2018,phen_10.07.2018,height_10.07.2018,total.branch_10.07.2018,longest.leaf_10.07.2018,buds_10.07.2018,flrs_10.07.2018,fruits_10.07.2018,herb_10.07.2018,date_27.07.2018,site_27.07.2018,plot_27.07.2018,quad_27.07.2018,ind_27.07.2018,phen_27.07.2018,height_27.07.2018,total.branch_27.07.2018,longest.leaf_27.07.2018,flrs_27.07.2018,fruits_27.07.2018,buds_27.07.2018,notes_27.07.2018,herb_27.07.2018,protocol.notes_27.07.2018,site,plot,quad,ind,emerg.date.y,phen_16.08.2018,height_16.08.2018,total.branch_16.08.2018,longest.leaf_16.08.2018,buds_16.08.2018,flrs_16.08.2018,fruits_16.08.2018,herb_16.08.2018,notes_16.08.2018,protocol.notes_16.08.2018
465,LV2 P2 QNA #61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,12,4,NA,19,8,4,NA,NA,0,NA,8/5/18,P,2.34,10,3,NA,0,0,6,4.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,8 secondary branches,0,NA,7/10/18,B,10.5,4,NA,25,NA,NA,2,7/27/18,LV2,2,NA,61,F,11.5,3,NA,1,9,8,NA,NA,NA,LV2,2,NA,61,NA,Sx,11.5,3,NA,NA,NA,3,0,8 secondary branches,NA
466,LV2 P2 QNA #62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,1.6,1,0.3,NA,NA,NA,NA,NA,0,NA,8/5/18,V,0.34,1.8,1,0.4,NA,NA,NA,NA,NA,0,NA,8/27/18,X,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,V,1.1,1,0.2,NA,NA,NA,0,7/27/18,LV2,2,NA,62,V,1.8,1,0.3,NA,NA,NA,NA,NA,NA,LV2,2,NA,62,NA,X,NA,NA,NA,NA,NA,NA,0,NA,NA
467,LV2 P2 QNA #63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,3.8,4,1.5,NA,NA,NA,NA,AM chopped (2b),2,NA,8/5/18,V,2.92,3.7,8,2,NA,NA,NA,NA,herb 2b (2),2,NA,8/27/18,V,5.5,8,1.7,NA,NA,NA,NA,NA,0,NA,7/10/18,V,3.5,3,1.4,NA,NA,NA,2,7/27/18,LV2,2,NA,63,V,4.8,5,1.5,NA,NA,NA,herb 2b (2 branches),2,NA,LV2,2,NA,63,NA,V,5.5,8,1.7,NA,NA,NA,2,herb 2-b (3),NA
468,LV2 P2 QNA #64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,1.4,1,1,NA,NA,NA,NA,NA,0,NA,8/5/18,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,V,1.1,1,0.6,NA,NA,NA,0,7/27/18,LV2,2,NA,64,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,LV2 P2 QNA #65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.4,1,1,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.41,2.5,1,1,NA,NA,NA,NA,NA,0,NA,8/27/18,V,3.5,1,1.1,NA,NA,NA,NA,NA,0,NA,7/10/18,V,1.9,1,1.1,NA,NA,NA,0,7/27/18,LV2,2,NA,65,V,2.5,1,1,NA,NA,NA,NA,NA,NA,LV2,2,NA,65,NA,V,3.5,1,1.1,NA,NA,NA,1,herb 1-a,NA
470,LV2 P2 QNA #66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,1.9,1,0.6,NA,NA,NA,NA,NA,0,NA,8/5/18,V,0.87,2.1,1,0.8,NA,NA,NA,NA,NA,0,NA,8/27/18,V,2.2,1,0.6,NA,NA,NA,NA,NA,0,NA,7/10/18,V,1.7,1,0.6,NA,NA,NA,0,7/27/18,LV2,2,NA,66,V,1.7,1,0.9,NA,NA,NA,NA,NA,NA,LV2,2,NA,66,NA,V,2.2,1,0.6,NA,NA,NA,1,herb 1-a,NA
471,LV2 P2 QNA #67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,3.3,1,1.9,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.42,4.3,1,1.8,NA,NA,NA,NA,NA,0,herb 1a,8/27/18,V,4.7,1,1.6,NA,NA,NA,NA,NA,0,NA,7/10/18,V,2.7,1,1.4,NA,NA,NA,0,7/27/18,LV2,2,NA,67,V,4,1,2,NA,NA,NA,herb 1a,1,NA,LV2,2,NA,67,NA,V,4.7,1,1.6,NA,NA,NA,1,herb 1-a,NA
472,LV2 P2 QNA #68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,X,NA,NA,NA,NA,NA,NA,NA,NA,dried up,0,NA,8/5/18,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,8.6,3,NA,9,2,NA,0,7/27/18,LV2,2,NA,68,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,LV2 P2 QNA #69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,17.2,1,NA,2,0,6,NA,buds look dry,0,NA,8/5/18,S,1.17,16.4,1,NA,0,0,3,6.5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,15.1,1,NA,3,4,5,0,7/27/18,LV2,2,NA,69,P,15,1,NA,NA,4,NA,NA,NA,NA,LV2,2,NA,69,NA,Sx,19.7,1,NA,NA,NA,3,0,NA,NA
474,LV3 P1 QNA #100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,17.7,1,NA,0,0,5,NA,AM chopped (2b),2,NA,8/5/18,S,2.27,16.5,1,NA,0,0,2,8.1,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,P,19.7,1,NA,0,0,5,0,7/27/18,LV3,1,NA,100,P,17.7,1,NA,NA,5,NA,NA,NA,NA,LV3,1,NA,100,NA,Sx,16.5,1,NA,NA,NA,2,0,NA,NA
475,LV3 P1 QNA #76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,19,12,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,22.5,12,NA,21,8,16,2,7/27/18,LV3,1,NA,76,P,19,12,NA,NA,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,LV3 P1 QNA #77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,24.9,5,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,P,4.58,24.3,3,NA,0,0,13,7.3,herb 2b (1),2,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,18.2,5,NA,13,13,3,0,7/27/18,LV3,1,NA,77,F,24,5,NA,5,12,21,herb 2b (or 1 branch broken),2,NA,LV3,1,NA,77,NA,S,20.5,3,NA,12,2,5,0,branch broken,NA
477,LV3 P1 QNA #78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,6.5,3,1.5,9,3,16,NA,NA,0,NA,8/5/18,V,3.57,7.5,3,1.5,NA,NA,NA,NA,herb 2b (1),2,NA,8/27/18,V,7.5,3,1.5,NA,NA,NA,NA,NA,0,NA,7/10/18,V,6.5,3,1.3,NA,NA,NA,2,7/27/18,LV3,1,NA,78,V,6.2,3,1.4,NA,NA,NA,herb 1a,1,NA,LV3,1,NA,78,NA,V,7.5,3,1.5,NA,NA,NA,0,NA,NA
478,LV3 P1 QNA #79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,5.6,1,2,9,9,8,NA,AM chopped (2b),2,NA,8/5/18,V,1.93,5,1,2.1,NA,NA,NA,NA,NA,0,NA,8/27/18,V,5.6,1,2,NA,NA,NA,NA,NA,0,NA,7/10/18,V,5.2,1,1.8,NA,NA,NA,0,7/27/18,LV3,1,NA,79,V,4.7,1,2,NA,NA,NA,NA,NA,NA,LV3,1,NA,79,NA,V,6,1,2.1,NA,NA,NA,0,NA,NA
479,LV3 P1 QNA #80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,5.3,1,2.7,NA,NA,NA,NA,"herb 1a, also 2b (AM chopped)",1.5,NA,8/5/18,V,2.39,6.5,1,2.1,NA,NA,NA,NA,NA,0,NA,8/27/18,V,6.6,1,2.6,NA,NA,NA,NA,NA,0,NA,7/10/18,V,5.3,1,2.7,NA,NA,NA,1,7/27/18,LV3,1,NA,80,V,6.3,1,2.4,NA,NA,NA,herb 1a,1,NA,LV3,1,NA,80,NA,V,6.5,1,2.4,NA,NA,NA,0,NA,NA
480,LV3 P1 QNA #81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,7.2,1,3.2,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.49,8.2,1,3.2,NA,NA,NA,NA,NA,0,NA,8/27/18,V,9.2,1,2.4,NA,NA,NA,NA,NA,0,NA,7/10/18,V,7..2,1,3.2,NA,NA,NA,0,7/27/18,LV3,1,NA,81,V,7,1,3,NA,NA,NA,NA,NA,NA,LV3,1,NA,81,NA,V,9.4,1,3.1,NA,NA,NA,0,NA,NA
481,LV3 P1 QNA #82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,7.4,1,2.1,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.97,8.5,1,2,NA,NA,NA,NA,NA,0,NA,8/27/18,V,8.5,1,2.2,NA,NA,NA,NA,herb 1a,1,NA,7/10/18,V,6.2,1,2.1,NA,NA,NA,0,7/27/18,LV3,1,NA,82,V,6.5,1,2,NA,NA,NA,NA,NA,NA,LV3,1,NA,82,NA,V,8.5,1,7,NA,NA,NA,0,NA,NA
482,LV3 P1 QNA #83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,18.1,1,NA,0,0,4,NA,NA,0,NA,8/5/18,S,1.73,19.2,1,NA,0,0,4,6.4,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,P,15.1,1,NA,0,0,4,0,7/27/18,LV3,1,NA,83,P,2.7,1,NA,NA,4,NA,NA,NA,NA,LV3,1,NA,83,NA,Sx,19.2,1,NA,NA,NA,4,0,NA,NA
483,LV3 P1 QNA #84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,13.6,1,NA,0,0,2,NA,NA,0,NA,8/5/18,P,2.05,12,1,NA,0,0,2,7.6,NA,0,NA,8/27/18,V/SX,13.2,1,1.5,NA,NA,NA,NA,2 VB; rest of plant SX,0,NA,7/10/18,F,13.7,1,NA,6,3,2,0,7/27/18,LV3,1,NA,84,P,13,1,NA,NA,2,NA,NA,NA,NA,LV3,1,NA,84,NA,S,12,1,NA,NA,NA,2,0,NA,NA
